,Accident Number,Date and Time,Number of Motor Vehicles,Number of Injuries,Number of Fatalities,Property Damage,Hit and Run,Reporting Officer,Collision Type Code,Collision Type Description,Weather Code,Weather Description,Illumination Code,Illumination Description,Harmful Code,Harmful Code Description,Street Address,City,State,ZIP,RPA,Precinct,Latitude,Longitude,Mapped Location,month_year,Year,Month
161235,20151009135,11/2/2015 0:00,1,0,0,,N,435391,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),MM 38 0 I 24,WHITES CREEK,TN,37189,2212,NORTH,36.3083,-86.8217,"(36.3083, -86.8217)",2015-11,2015,11
161305,20151011183,11/2/2015 18:03,1,0,0,,N,197054,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),ASHLAND CITY HWY & AMY LYNN DR,NASHVILLE,TN,37218,3235,NORTH,36.2103,-86.8776,"(36.2103, -86.8776)",2015-11,2015,11
161409,20151014518,11/3/2015 17:38,1,0,0,,N,197054,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),WHITES CREEK PKE & WHITES CREEK PKE PVTD,JOELTON,TN,37080,2319,NORTH,36.3636,-86.8874,"(36.3636, -86.8874)",2015-11,2015,11
161629,20151022158,11/4/2015 2:30,1,0,0,,N,824610,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),OLD HICKORY BLVD & PLANTATION DR,OLD HICKORY,TN,37138,9739,HERMIT,36.2006,-86.6209,"(36.2006, -86.6209)",2015-11,2015,11
161446,20151016483,11/4/2015 5:30,1,0,0,,N,224569,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),RIVER TRC & ASHLAND CITY HWY,NASHVILLE,TN,37218,3325,NORTH,36.2086,-86.9535,"(36.2086, -86.9535)",2015-11,2015,11
161440,20151016318,11/4/2015 5:32,1,0,0,,N,179607,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),I40 W ENT RAMP & I 40,NASHVILLE,TN,37210,9007,HERMIT,36.1484,-86.7454,"(36.1484, -86.7454)",2015-11,2015,11
161443,20151016404,11/4/2015 6:15,1,0,0,,N,633390,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,4,DAWN,50,DEER (ANIMAL),CLARKSVILLE PKE & BRILEY PKWY W EXT RAMP,NASHVILLE,TN,37218,3219,NORTH,36.2305,-86.8334,"(36.2305, -86.8334)",2015-11,2015,11
161448,20151016505,11/4/2015 7:30,1,1,0,,N,226214,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,1,DAYLIGHT,50,DEER (ANIMAL),EDENWOLD RD & BURNS AV,MADISON,TN,37115,1719,MADISO,36.2872,-86.7014,"(36.2872, -86.7014)",2015-11,2015,11
161474,20151017390,11/4/2015 13:00,1,0,0,,N,267831,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,1,DAYLIGHT,50,DEER (ANIMAL),HARDING PKE & MELINDA DR,NASHVILLE,TN,37205,4911,WEST,36.0915,-86.8877,"(36.0915, -86.8877)",2015-11,2015,11
161533,20151019794,11/5/2015 3:55,1,0,0,,N,727205,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),199 I 40,NASHVILLE,TN,37221,4706,WEST,36.1113,-86.9229,"(36.1113, -86.9229)",2015-11,2015,11
161534,20151019999,11/5/2015 5:20,1,0,0,,N,226220,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),WHITES CREEK PKE & GREENBRIER RD,JOELTON,TN,37080,2303,NORTH,36.3421,-86.8717,"(36.3421, -86.8717)",2015-11,2015,11
161616,20151021653,11/5/2015 19:13,1,0,0,,N,716886,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),ANTIOCH PKE & GOODWIN RD,ANTIOCH,TN,37013,8857,SOUTH,36.0609,-86.6747,"(36.0609, -86.6747)",2015-11,2015,11
161720,20151024715,11/6/2015 17:30,1,0,0,,N,179608,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,3,DARK - LIGHTED,50,DEER (ANIMAL),BLUE HOLE RD & CRYSTAL BROOK DR,ANTIOCH,TN,37013,8753,SOUTH,36.0389,-86.6774,"(36.0389, -86.6774)",2015-11,2015,11
161743,20151025954,11/7/2015 0:00,1,0,0,,N,156308,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),ASHLAND CITY HWY & OLD HICKORY BLVD,NASHVILLE,TN,37218,3235,NORTH,36.2115,-86.921,"(36.2115, -86.921)",2015-11,2015,11
161740,20151025661,11/7/2015 0:14,1,0,0,,N,151152,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),STEWARTS FERRY PKE & LAUER DR,NASHVILLE,TN,37214,9413,HERMIT,36.1571,-86.6339,"(36.1571, -86.6339)",2015-11,2015,11
161778,20151027095,11/7/2015 16:08,1,0,0,,N,179602,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,1,DAYLIGHT,50,DEER (ANIMAL),GRANNY WHITE PIKE & CAMELOT RD,NASHVILLE,TN,37220,7111,MIDTOW,36.0586,-86.8153,"(36.0586, -86.8153)",2015-11,2015,11
161789,20151027338,11/7/2015 18:20,1,0,0,,N,151149,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),GRANNY WHITE PKE & RADNOR GLEN DR,NASHVILLE,TN,37220,7111,MIDTOW,36.0557,-86.8158,"(36.0557, -86.8158)",2015-11,2015,11
161822,20151028397,11/8/2015 1:26,1,0,0,,N,110090,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),STATE HWY 254 & ZELIDA AVE,ANTIOCH,TN,37013,8865,SOUTH,36.0541,-86.643,"(36.0541, -86.643)",2015-11,2015,11
161847,20151029254,11/8/2015 14:30,1,0,0,,N,179606,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,34;50,DITCH;DEER (ANIMAL),RIVER ROAD PKE & OLD RIVER RD,NASHVILLE,TN,37209,4707,WEST,36.1389,-86.9399,"(36.1389, -86.9399)",2015-11,2015,11
161853,20151029422,11/8/2015 16:38,1,1,0,,N,179586,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,5,DUSK,50,DEER (ANIMAL),BELL RD & DAVENPORT DR,NASHVILLE,TN,37217,8939,HERMIT,36.0766,-86.6349,"(36.0766, -86.6349)",2015-11,2015,11
161880,20151030142,11/8/2015 22:45,1,0,0,,N,824610,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),OLD HICKORY BLVD & RACHELS LN,OLD HICKORY,TN,37138,9739,HERMIT,36.2125,-86.6227,"(36.2125, -86.6227)",2015-11,2015,11
162002,20151033407,11/10/2015 0:00,1,0,0,,N,435391,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,3,DARK - LIGHTED,50,DEER (ANIMAL),WHITES CREEK PKE & AUGUSTA DR,NASHVILLE,TN,37207,3027,NORTH,36.2283,-86.8111,"(36.2283, -86.8111)",2015-11,2015,11
162069,20151035716,11/10/2015 17:16,1,0,0,,N,151149,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),NOLENSVILLE PKE & SUGAR VALLEY DR,ANTIOCH,TN,37013,8759,SOUTH,36.016,-86.7061,"(36.016, -86.7061)",2015-11,2015,11
162096,20151037378,11/11/2015 4:55,2,0,0,,N,179609,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),HOBSON PIKE & HOBSON PIKE,ANTIOCH,TN,37013,8977,SOUTH,36.064,-86.5916,"(36.064, -86.5916)",2015-11,2015,11
162099,20151037535,11/11/2015 6:36,1,0,0,,N,224640,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),PENNINGTON BEND RD & VALLEY BEND DR,NASHVILLE,TN,37214,9315,HERMIT,36.2232,-86.6888,"(36.2232, -86.6888)",2015-11,2015,11
162120,20151038181,11/11/2015 11:00,2,0,0,,N,224640,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),MM 219 8 I 40,HERMITAGE,TN,37076,94021,HERMIT,36.1631,-86.6175,"(36.1631, -86.6175)",2015-11,2015,11
162143,20151038865,11/11/2015 15:56,1,1,0,,N,468097,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),5162 CLARKSVILLE PKE,WHITES CREEK,TN,37189,3229,NORTH,36.2649,-86.8555,"(36.2649, -86.8555)",2015-11,2015,11
162162,20151039307,11/11/2015 18:31,1,0,0,,N,197054,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),8400 WHITES CREEK,GOODLETTSVILLE,TN,37072,2315,NORTH,36.3819,-86.8949,"(36.3819, -86.8949)",2015-11,2015,11
162167,20151039444,11/11/2015 19:21,1,0,0,,N,716893,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),CHARLOTTE PKE & OLD CHARLOTTE PKE,NASHVILLE,TN,37209,5009,WEST,36.1318,-86.8958,"(36.1318, -86.8958)",2015-11,2015,11
162175,20151040431,11/12/2015 0:29,1,0,0,,N,642287,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),0 2304 HOBSON PKE,NASHVILLE,TN,,,,0,0,"(0.0, 0.0)",2015-11,2015,11
162245,20151042601,11/12/2015 17:29,1,0,0,,N,725756,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),HIGHWAY 100 & VAUGHNS GAP RD,NASHVILLE,TN,37221,6211,WEST,36.0783,-86.8857,"(36.0783, -86.8857)",2015-11,2015,11
162249,20151042634,11/12/2015 17:41,1,0,0,,N,140790,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),WHITES CREEK PKE & SOLNESS AV,NASHVILLE,TN,37207,3221,NORTH,36.2458,-86.8239,"(36.2458, -86.8239)",2015-11,2015,11
162359,20151046219,11/13/2015 17:10,1,0,0,,N,668414,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),HILLSBORO PKE & CASTLEWOOD CT,NASHVILLE,TN,37215,6205,WEST,36.0711,-86.842,"(36.0711, -86.842)",2015-11,2015,11
162386,20151046786,11/13/2015 21:06,1,0,0,,N,110094,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),LEBANON PKE & WELLINGTON SQ,NASHVILLE,TN,37214,9403,HERMIT,36.1766,-86.6455,"(36.1766, -86.6455)",2015-11,2015,11
162403,20151047598,11/14/2015 2:32,1,0,0,,N,191572,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),MYATT DR & MYATT DR PVTDR,MADISON,TN,37115,1721,MADISO,36.2947,-86.6973,"(36.2947, -86.6973)",2015-11,2015,11
162407,20151047771,11/14/2015 4:45,1,0,0,,N,807927,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),US HWY 431 & SEYMOUR HOLLOW RD,WHITES CREEK,TN,37189,3303,NORTH,36.2964,-86.8541,"(36.2964, -86.8541)",2015-11,2015,11
162471,20151048692,11/14/2015 16:00,1,0,0,,N,179576,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),RIVER RD & RIVER RD PVTDR,NASHVILLE,TN,37209,4701,WEST,36.1301,-86.9135,"(36.1301, -86.9135)",2015-11,2015,11
162467,20151048645,11/14/2015 16:23,1,0,0,,N,406878,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),HIGHWAY 100 & HARPETH TRACE DR,NASHVILLE,TN,37221,6211,WEST,36.0698,-86.8974,"(36.0698, -86.8974)",2015-11,2015,11
162527,20151050494,11/15/2015 9:04,1,0,0,,N,633385,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),PIN HOOK RD & PIN OAK RD,ANTIOCH,TN,,,,0,0,"(0.0, 0.0)",2015-11,2015,11
162558,20151051454,11/15/2015 18:47,1,0,0,,N,109499,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),REDMOND LN & HOLT RD,NASHVILLE,TN,37211,8651,MIDTOW,36.013,-86.7194,"(36.013, -86.7194)",2015-11,2015,11
162564,20151051727,11/15/2015 21:10,1,0,0,,N,146772,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),WHITES CREEK PKE & OLD HICKORY BLVD,WHITES CREEK,TN,37189,3305,NORTH,36.2685,-86.8313,"(36.2685, -86.8313)",2015-11,2015,11
162598,20151053648,11/16/2015 13:25,1,0,0,,N,226811,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,1,DAYLIGHT,50,DEER (ANIMAL),NOLENSVILLE & CULBERTSON,NASHVILLE,TN,,,,0,0,"(0.0, 0.0)",2015-11,2015,11
162604,20151053819,11/16/2015 14:33,1,1,0,,N,676834,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,1,DAYLIGHT,50,DEER (ANIMAL),JACKSONIAN DR & BONNAFAIR DR,HERMITAGE,TN,37076,9601,HERMIT,36.2027,-86.6345,"(36.2027, -86.6345)",2015-11,2015,11
162663,20151055213,11/16/2015 23:10,1,0,0,,N,226220,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),BRICK CHURCH PKE & WOODFOLK AV,NASHVILLE,TN,37207,3021,NORTH,36.2159,-86.7804,"(36.2159, -86.7804)",2015-11,2015,11
162669,20151055849,11/17/2015 5:25,1,0,0,,N,179609,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),HOBSON PKE & GRANNY WRIGHT LN,HERMITAGE,TN,37076,8913,SOUTH,36.1081,-86.5496,"(36.1081, -86.5496)",2015-11,2015,11
162679,20151056099,11/17/2015 7:37,1,0,0,,N,179600,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,1,DAYLIGHT,50,DEER (ANIMAL),CLARKSVILLE PKE & DRY FORK RD,NASHVILLE,TN,37218,3231,NORTH,36.276,-86.868,"(36.276, -86.868)",2015-11,2015,11
162730,20151057879,11/17/2015 17:17,1,0,0,,N,909489,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),1300 US-41,GOODLETTSVILLE,TN,37072,2219,MADISO,36.3672,-86.7364,"(36.3672, -86.7364)",2015-11,2015,11
162748,20151058159,11/17/2015 18:59,1,0,0,,N,909486,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),CHURCH STE & CLOVERLAND DR,BRENTWOOD,TN,37027,8623,MIDTOW,36.0332,-86.7751,"(36.0332, -86.7751)",2015-11,2015,11
162762,20151059916,11/18/2015 5:30,1,0,0,,N,226220,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),CLARKSVILLE PKE & STENBERG RD,WHITES CREEK,TN,37189,3229,NORTH,36.2661,-86.8582,"(36.2661, -86.8582)",2015-11,2015,11
162773,20151060031,11/18/2015 6:57,1,1,0,,N,572251,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,1,DAYLIGHT,50,DEER (ANIMAL),OLD HICKORY BLVD & WOODLANDS AV,NASHVILLE,TN,37211,8651,MIDTOW,36.0429,-86.7263,"(36.0429, -86.7263)",2015-11,2015,11
162893,20151063780,11/19/2015 6:59,1,0,0,,N,572249,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,5,FOG,1,DAYLIGHT,50,DEER (ANIMAL),NEELYS BEND RD & CENTER ST,MADISON,TN,37115,1613,MADISO,36.2505,-86.6889,"(36.2505, -86.6889)",2015-11,2015,11
163008,20151067143,11/20/2015 5:33,1,0,0,,N,921609,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,4,DAWN,50,DEER (ANIMAL),OLD MURFREESBORO PKE & SMITH SPRINGS RD,NASHVILLE,TN,37217,8947,HERMIT,36.0975,-86.6552,"(36.0975, -86.6552)",2015-11,2015,11
163072,20151068394,11/20/2015 15:46,1,0,0,,N,909486,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),CLOVERLAND DR & STERLING OAKS DR,BRENTWOOD,TN,37027,8623,MIDTOW,36.0307,-86.7472,"(36.0307, -86.7472)",2015-11,2015,11
163117,20151069059,11/20/2015 17:18,1,0,0,,N,909494,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,1,DAYLIGHT,50,DEER (ANIMAL),NOLENSVILLE PKE & SHANE POINT PL,NASHVILLE,TN,37211,8651,MIDTOW,36.0203,-86.7104,"(36.0203, -86.7104)",2015-11,2015,11
163119,20151069119,11/20/2015 21:13,1,1,0,,N,179604,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),STATE HWY 45 & CONNECTING ROAD,HERMITAGE,TN,37076,9507,HERMIT,36.1892,-86.6144,"(36.1892, -86.6144)",2015-11,2015,11
163134,20151069782,11/20/2015 23:20,2,0,0,,N,807927,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),EWING DR & GWYNNWOOD DR,NASHVILLE,TN,37207,3029,NORTH,36.2315,-86.7925,"(36.2315, -86.7925)",2015-11,2015,11
163136,20151069860,11/20/2015 23:59,1,1,0,,N,226143,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),EATONS CREEK RD & BINKLEY RD,JOELTON,TN,37080,3331,NORTH,36.3208,-86.8742,"(36.3208, -86.8742)",2015-11,2015,11
163130,20151069674,11/21/2015 0:56,1,0,0,,N,921609,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),BELL RD & HARBOR LIGHTS DR,NASHVILLE,TN,37217,8987,HERMIT,36.0923,-86.6249,"(36.0923, -86.6249)",2015-11,2015,11
163135,20151069812,11/21/2015 1:45,1,0,0,,N,110090,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),MM 61 6 I 24,ANTIOCH,TN,37013,87040,SOUTH,36.0252,-86.6327,"(36.0252, -86.6327)",2015-11,2015,11
163246,20151074590,11/23/2015 2:50,1,0,0,,N,226220,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),MM 36 6 I 24,WHITES CREEK,TN,37189,33180,NORTH,36.3184,-86.8427,"(36.3184, -86.8427)",2015-11,2015,11
163333,20151076435,11/23/2015 17:36,1,0,0,,N,267831,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),AVONDALE PARK DR & HOLGATE CT,NASHVILLE,TN,37221,4811,WEST,36.0711,-86.9918,"(36.0711, -86.9918)",2015-11,2015,11
163339,20151076527,11/23/2015 18:00,1,0,0,,N,179604,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),0 ROBINSON,OLD HICKORY,TN,37138,9619,HERMIT,36.2647,-86.6635,"(36.2647, -86.6635)",2015-11,2015,11
163360,20151078041,11/24/2015 7:01,1,0,0,,N,197075,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),CUB CREEK RD & CUB CREEK RD PVTDR,NASHVILLE,TN,37209,4707,WEST,36.1798,-86.9812,"(36.1798, -86.9812)",2015-11,2015,11
163426,20151079721,11/24/2015 16:40,1,0,0,,N,414711,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),SPRINGFIELD HWY & SPRINGFIELD HWY PVTDR,GOODLETTSVILLE,TN,37072,2215,MADISO,36.3848,-86.7546,"(36.3848, -86.7546)",2015-11,2015,11
163421,20151079646,11/24/2015 17:06,1,0,0,,N,109534,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),0 TYNE VALLEY CT,NASHVILLE,TN,37220,7109,MIDTOW,36.0755,-86.7793,"(36.0755, -86.7793)",2015-11,2015,11
163460,20151080269,11/24/2015 20:08,1,0,0,,N,909486,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),GRANNY WHITE PKE & RICHLAND WOODS LN,NASHVILLE,TN,37220,7111,MIDTOW,36.0512,-86.8162,"(36.0512, -86.8162)",2015-11,2015,11
163494,20151082222,11/25/2015 11:35,1,0,0,,N,405447,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),BLUFF RD & NOLENSVILLE PKE,NASHVILLE,TN,37211,8651,MIDTOW,35.9963,-86.6905,"(35.9963, -86.6905)",2015-11,2015,11
163559,20151083747,11/25/2015 20:46,1,1,0,,N,596389,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,5;50,DEER (ANIMAL),HIGHWAY 70S & FOREST PARK APT PVTDR,NASHVILLE,TN,37221,4901,WEST,36.0772,-86.9129,"(36.0772, -86.9129)",2015-11,2015,11
163589,20151085418,11/26/2015 16:30,1,0,0,,N,179586,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,5,DUSK,50,DEER (ANIMAL),EXIT 6B & EXIT 6A,NASHVILLE,TN,37210,9098,HERMIT,36.1461,-86.6955,"(36.1461, -86.6955)",2015-11,2015,11
163592,20151085495,11/26/2015 17:13,1,0,0,,N,179592,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),LEBANON PKE & YMCA CNCTR,NASHVILLE,TN,37214,9403,HERMIT,36.1732,-86.6486,"(36.1732, -86.6486)",2015-11,2015,11
163599,20151085618,11/26/2015 17:36,1,0,0,,N,909494,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),NOLENSVILLE PKE & LORDS CHAPEL DR,ANTIOCH,TN,37013,8759,SOUTH,36.0268,-86.7129,"(36.0268, -86.7129)",2015-11,2015,11
163609,20151086040,11/26/2015 21:38,1,0,0,,N,439917,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),LARKIN SPRINGS RD & NEELYS BEND RD,MADISON,TN,37115,1633,MADISO,36.2496,-86.6866,"(36.2496, -86.6866)",2015-11,2015,11
163617,20151086669,11/27/2015 4:24,1,0,0,,N,146775,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),TRACE CREEK DR & HIGHWAY 100,NASHVILLE,TN,37221,4807,WEST,36.0485,-86.9401,"(36.0485, -86.9401)",2015-11,2015,11
163662,20151089070,11/27/2015 19:34,1,0,0,,N,109533,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),HOBSON PKE & WALKER RD,HERMITAGE,TN,37076,8909,SOUTH,36.0882,-86.5623,"(36.0882, -86.5623)",2015-11,2015,11
163684,20151090044,11/28/2015 4:18,1,0,0,,N,134870,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),EXIT 221A & I 40,HERMITAGE,TN,37076,95101,HERMIT,36.1688,-86.6067,"(36.1688, -86.6067)",2015-11,2015,11
163825,20151093908,11/29/2015 12:38,1,0,0,,N,166477,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,1,DAYLIGHT,50,DEER (ANIMAL),MURFREESBORO PKE & LADYBIRD DR,NASHVILLE,TN,37217,8849,SOUTH,36.1014,-86.6637,"(36.1014, -86.6637)",2015-11,2015,11
163949,20151097171,11/30/2015 17:44,1,0,0,,N,876597,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),BLUE HOLE RD & ERNA CT,ANTIOCH,TN,37013,8753,SOUTH,36.0402,-86.6779,"(36.0402, -86.6779)",2015-11,2015,11
164051,20151100099,12/1/2015 16:00,1,0,0,,N,668414,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,1,DAYLIGHT,50,DEER (ANIMAL),HILLSBORO PKE & HILLCREST HEIGHTS DR,NASHVILLE,TN,37215,6311,MIDTOW,36.0851,-86.833,"(36.0851, -86.833)",2015-12,2015,12
164061,20151100251,12/1/2015 17:02,1,0,0,,N,807341,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),OTTER CREEK RD & US HWY 431,NASHVILLE,TN,37215,6307,MIDTOW,36.0681,-86.8441,"(36.0681, -86.8441)",2015-12,2015,12
